title,article_id,ai4epi_fulltext_decision
MirrorSAR: An HRWS Add-On for Single-Pass Multi-Baseline SAR Interferometry,DOI_bea095baa4d4,EXCLUDE
"Sovereign Dignity, Nationalism and the Health of a Nation: A Study of China's Response in Combat of Epidemics",PMID_32327937,EXCLUDE
Synthesis and Biological Evaluation of Cardiac Glycosides for Cancer Therapy by Targeting the DNA Damage Response,PMID_36054918,EXCLUDE
On epidemic modeling in real time: An application to the 2009 Novel A (H1N1) influenza outbreak in Canada,PMID_21050494,EXCLUDE
"MERS‐CoV papain-like protease (PLpro): expression, purification, and spectroscopic/thermodynamic characterization",PMID_28560640,EXCLUDE
"Technology Acceptance in Socially Assistive Robots: Scoping Review of Models, Measurement, and Influencing Factors",PMID_35911583,EXCLUDE
"Fungal Infection Intensity and Zoospore Output of Atelopus zeteki, a Potential Acute Chytrid Supershedder",PMID_24675899,EXCLUDE
The Process Analysis Method of SAR Target Recognition in Pre-Trained CNN Models,PMID_37514755,EXCLUDE
ANN-based model to predict groundwater salinity: A case study of West Najaf–Kerbala region,DOI_35a981ad9207,EXCLUDE
Innovative solution for SARS-COV2 epidemic management,DOI_5c51869e0c36,EXCLUDE
Feasibility and safety of remdesivir in SARS‐CoV2 infected renal transplant recipients: A retrospective cohort from a developing nation,PMID_33915006,EXCLUDE
Radiometric accuracy and stability of sentinel-1A determined using point targets,DOI_c0a5a7d9579b,EXCLUDE
Earthquake rupture properties of the 2016 Kumamoto earthquake foreshocks (M j 6.5 and M j 6.4) revealed by conventional and multiple-aperture InSAR,DOI_a85987175fd8,EXCLUDE
A Rational Approach to Estimating the Surgical Demand Elasticity Needed to Guide Manpower Reallocation during Contagious Outbreaks,PMID_25837596,EXCLUDE
Fully Fabric High Impedance Surface-Enabled Antenna for Wearable Medical Applications,DOI_4261ad76740f,EXCLUDE
From SARS to 2009 H1N1 Influenza: The Evolution of a Public Health Incident Management System at CDC,DOI_e2e224101391,EXCLUDE
A framework for the study of zoonotic disease emergence and its drivers: spillover of bat pathogens as a case study,PMID_22966143,EXCLUDE
The Effect of Non-penicillin Antibiotic Regimens on Neonatal Outcomes in Preterm Premature Rupture of Membranes,PMID_30854246,EXCLUDE
"Transcriptional Profiling of XdrA, a New Regulator of<i>spa</i>Transcription in<i>Staphylococcus aureus</i>",PMID_20675497,EXCLUDE
A geographic analysis of population density thresholds in the influenza pandemic of 1918–19,PMID_23425498,EXCLUDE
MAMP (microbe-associated molecular pattern) triggered immunity in plants,PMID_23720666,EXCLUDE
Coumarin sulfonamide derivatives: An emerging class of therapeutic agents,DOI_1a2d3f331556,EXCLUDE
Whole-Genome Sequencing of Vero E6 (VERO C1008) and Comparative Analysis of Four Vero Cell Sublines,PMID_35391802,EXCLUDE
CARTOGRAPHY OF MOROCCAN ARGAN TREE USING COMBINED OPTICAL AND SAR IMAGERY INTEGRATED WITH DIGITAL ELEVATION MODEL,DOI_bd9b471b8288,EXCLUDE
Learning During a Crisis: the SARS Epidemic in Taiwan,DOI_35aebbcc00bb,EXCLUDE
Dealing with two ‘SARS’ outbreaks in Nigeria: The public health implications,PMID_34494004,EXCLUDE
Dispersion of the HIV-1 Epidemic in Men Who Have Sex with Men in the Netherlands: A Combined Mathematical Model and Phylogenetic Analysis,PMID_26529093,EXCLUDE
Performance of Single-Step Gel-Based Reverse Transcription-PCR (RT-PCR) Assays Equivalent to That of Real-Time RT-PCR Assays for Detection of the Severe Acute Respiratory Syndrome-Associated Coronavirus,PMID_16081995,EXCLUDE
Modelling the Spread of SARS-CoV2 and its variants. Comparison with Real Data. Relations that have to be Satisfied to Achieve the Total Regression of the SARS-CoV2 Infection.,DOI_e60002949ad8,EXCLUDE
An investigation of mesoscale wind direction changes and their consideration in engineering models,DOI_7d4b9876694f,EXCLUDE
Detecting Emerging Transmissibility of Avian Influenza Virus in Human Households,PMID_17676981,EXCLUDE
Moving interdisciplinary science forward: integrating participatory modelling with mathematical modelling of zoonotic disease in Africa,PMID_26916067,EXCLUDE
"A six-year grazing exclusion changed plant species diversity of a <i>Stipa breviflora</i> desert steppe community, northern China",PMID_29456890,EXCLUDE
"Design, synthesis and biological evaluation of novel histone deacetylase (HDAC) inhibitors derived from <i>β</i> -elemene scaffold",PMID_37013860,EXCLUDE
Overview of Plant-Derived Vaccine Antigens: Dengue Virus,PMID_22202223,EXCLUDE
Multi-Target Screening and Experimental Validation of Natural Products from Selaginella Plants against Alzheimer's Disease,DOI_f00d5e8682e1,EXCLUDE
Contribution of VAT to economic growth: A dynamic CGE analysis,DOI_15c4aa18baa3,EXCLUDE
Le franchissement de la barrière inter-espèces : dernier obstacle avant la pandémie,PMID_17490909,EXCLUDE
Environmental and Social Change Drive the Explosive Emergence of Zika Virus in the Americas,PMID_28182667,EXCLUDE
Hemoglobin binding of arylamines and nitroarenes: molecular dosimetry and quantitative structure-activity relationships.,PMID_7889861,EXCLUDE
Non-peptidic Cruzain Inhibitors with Trypanocidal Activity Discovered by Virtual Screening and In Vitro Assay,PMID_23991231,EXCLUDE
Quantum Theory and Its Effects on Novel Corona-Virus,DOI_28b9c611887c,EXCLUDE
SAR of Novel 3-Arylisoquinolinones:<i>meta</i>-Substitution on the Aryl Ring Dramatically Enhances Antiproliferative Activity through Binding to Microtubules,PMID_35290041,EXCLUDE
A Robust Polarmetric SAR Terrain Classification Based on Sparse Deep Autoencoder Model Combined With Wavelet Kernel-Based Classifier,DOI_9cce3684d3d5,EXCLUDE
Fill the gap between traditional and new era: The medical educational reform in Taiwan,PMID_31867248,EXCLUDE
The fading impact of lockdowns: A data analysis of the effectiveness of Covid-19 travel restrictions during different pandemic phases,DOI_f31f45d61e5b,EXCLUDE
Structure–Activity Studies of Divin: An Inhibitor of Bacterial Cell Division,PMID_24044050,EXCLUDE
Discovery of <i>N</i>-Aryl Piperazines as Selective mGluR<sub>5</sub> Potentiators with Improved In Vivo Utility,PMID_23308336,EXCLUDE
Therapeutic Index of Gramicidin S is Strongly Modulated by <scp>d</scp>-Phenylalanine Analogues at the β-Turn,PMID_19132829,EXCLUDE
CAESAR models for developmental toxicity,PMID_20678183,EXCLUDE
Defining the Structural Parameters That Confer Anticonvulsant Activity by the Site-by-Site Modification of (<i>R</i>)-<i>N</i>′-Benzyl 2-Amino-3-methylbutanamide,PMID_21861466,EXCLUDE
"The Antibody Germline/Maturation Hypothesis, Elicitation of Broadly Neutralizing Antibodies Against HIV-1 and Cord Blood IgM Repertoires",PMID_25221552,EXCLUDE
SAR Analysis of a Needle Type Applicator Made from a Shape Memory Alloy Using 3-D Anatomical Human Head Model,DOI_9a5537f2cd01,EXCLUDE
Integrative Bioinformatics Analysis Provides Insight into the Molecular Mechanisms of 2019-nCoV,DOI_1a128989e647,EXCLUDE
The Current Host Range of Hepatitis E Viruses,PMID_31108942,EXCLUDE
Occupation-Related Respiratory Infections Revisited,PMID_20674797,EXCLUDE
Uncertainty Quantification in SAR Induced by Ultra-High-Field MRI RF Coil via High-Dimensional Model Representation,PMID_39061812,EXCLUDE
Parallel transmit excitation at 1.5 T based on the minimization of a driving function for device heating,PMID_25563276,EXCLUDE
Drugsniffer: An Open Source Workflow for Virtually Screening Billions of Molecules for Binding Affinity to Protein Targets,PMID_35559261,EXCLUDE
A case study of wind farm effects using two wake parameterizations in the Weather Research and Forecasting (WRF) model (V3.7.1) in the presence of low-level jets,DOI_bd7b9f38d408,EXCLUDE
Identification of Novel Small Molecule Ligands for JAK2 Pseudokinase Domain,PMID_36678572,EXCLUDE
Forensic interpretation of molecular variation on networks of disease transmission and genetic inheritance,PMID_25137141,INCLUDE
Discovery of Adamantane Carboxamides as Ebola Virus Cell Entry and Glycoprotein Inhibitors,PMID_32550996,EXCLUDE
"Reactivity of (Fe(SAr)4)n- (n=1 or 2), synthetic model complexes for iron-sulfur protein, rubredoxin.",DOI_1a38512f3207,EXCLUDE
A bioinformatics approach to characterize a hypothetical protein Q6S8D9_SARS of SARS-CoV,PMID_37037461,EXCLUDE
Erratic Flu Vaccination Emerges from Short-Sighted Behavior in Contact Networks,PMID_21298083,EXCLUDE
Homeopathic Treatment of<i>Arabidopsis thaliana</i>Plants Infected with<i>Pseudomonas syringae</i>,PMID_19468651,EXCLUDE
"Absorption of 5G Radiation in Brain Tissue as a Function of Frequency, Power and Time",DOI_d867dc81b64c,EXCLUDE
Antimicrobial Activities and Mode of Flavonoid Actions,PMID_36830135,EXCLUDE
Potent Non-Nucleoside Inhibitors of the Measles Virus RNA-Dependent RNA Polymerase Complex,PMID_18529043,EXCLUDE
Accounting for non-stationarity in epidemiology by embedding time-varying parameters in stochastic models,PMID_30110322,EXCLUDE
Single-Stream CNN With Learnable Architecture for Multisource Remote Sensing Data,DOI_a6d4c0a4bdd4,EXCLUDE
Commuter Mobility and the Spread of Infectious Diseases: Application to Influenza in France,PMID_24416152,EXCLUDE
Heterogeneous length of stay of hosts’ movements and spatial epidemic spread,PMID_22741060,EXCLUDE
Biochemical evidence for the presence of mixed membrane topologies of the severe acute respiratory syndrome coronavirus envelope protein expressed in mammalian cells,PMID_16684538,EXCLUDE
Potent and Selective Amidopyrazole Inhibitors of IRAK4 That Are Efficacious in a Rodent Model of Inflammation,PMID_26101573,EXCLUDE
Extended Phase Unwrapping Max-Flow/Min-Cut Algorithm for Multibaseline SAR Interferograms Using a Two-Stage Programming Approach,PMID_31936555,EXCLUDE
Structure-Activity Relationship (SAR) Studies on Oxazolidinone Antibacterial Agents. 1. Conversion of 5-Substituent on Oxazolidinone.,PMID_11310656,EXCLUDE
Chip-Scale Coils for Millimeter-Sized Bio-Implants,PMID_30040662,EXCLUDE
"Discovery of Potent, Selective, and In Vivo Efficacious AKT Kinase Protein Degraders via Structure–Activity Relationship Studies",PMID_35119851,EXCLUDE
Development of Taqman RT-nested PCR system for clinical SARS-CoV detection,PMID_15109816,EXCLUDE
Machine Learning-Based Classification for Crop-Type Mapping Using the Fusion of High-Resolution Satellite Imagery in a Semiarid Area,PMID_33968461,EXCLUDE
An Extended Structure–Activity Relationship of Nondioxin-Like PCBs Evaluates and Supports Modeling Predictions and Identifies Picomolar Potency of PCB 202 Towards Ryanodine Receptors,PMID_27655348,EXCLUDE
H1N1 infection and acute respiratory failure: can we give non-invasive ventilation a chance?,PMID_32288976,EXCLUDE
"Early Pandemic Influenza (2009 H1N1) in Ho Chi Minh City, Vietnam: A Clinical Virological and Epidemiological Analysis",PMID_20502525,EXCLUDE
"Flooded Rice Paddy Detection Using Sentinel-1 and PlanetScope Data: A Case Study of the 2018 Spring Flood in West Java, Indonesia",DOI_a4e99aaadff3,EXCLUDE
Oxytocin receptors on cultured astroglial cells. Kinetic and pharmacological characterization of oxytocin-binding sites on intact hypothalamic and hippocampic cells from foetal rat brain,PMID_1318031,EXCLUDE
Novel Reassortant Highly Pathogenic H5N2 Avian Influenza Viruses in Poultry in China,PMID_23049973,EXCLUDE
An overview of the National Microbiology Laboratory emergency management program,PMID_31007619,EXCLUDE
Evolutionary Entropy Determines Invasion Success in Emergent Epidemics,PMID_20886082,EXCLUDE
Avian influenza overview April – June 2023,PMID_37485254,EXCLUDE
Transmission Parameters of the 2001 Foot and Mouth Epidemic in Great Britain,PMID_17551582,EXCLUDE
Use of 16S rRNA Gene for Identification of a Broad Range of Clinically Relevant Bacterial Pathogens,PMID_25658760,EXCLUDE
hMSCs in contact with DMSO for cryopreservation: Experiments and modeling of osmotic injury and cytotoxic effect,PMID_35799310,EXCLUDE
"Formation, Spectroscopic Characterization, and Solution Stability of an [Fe<sub>4</sub>S<sub>4</sub>]<sup>2+</sup> Cluster Derived from β-Cyclodextrin Dithiolate",PMID_22934734,EXCLUDE
"Synthesis, Stereochemical Analysis, and Derivatization of Myricanol Provide New Probes That Promote Autophagic Tau Clearance",PMID_25588114,EXCLUDE
DISCOVERY OF FUNCTIONAL GENES FOR SYSTEMIC ACQUIRED RESISTANCE IN<i>ARABIDOPSIS THALIANA</i>THROUGH INTEGRATED DATA MINING,PMID_15617158,EXCLUDE
Novel Human Neutral Sphingomyelinase 2 Inhibitors as Potential Therapeutics for Alzheimer’s Disease,PMID_32298582,EXCLUDE
Temperature-Dependent Reactivity of a Non-heme Fe<sup>III</sup>(OH)(SR) Complex: Relevance to Isopenicillin N Synthase,PMID_33356198,EXCLUDE
Gambling Outlets Location in Urban Areas: A Case Study of Madrid,PMID_34877628,EXCLUDE
Multiresolution Detection of Persistent Scatterers: A Performance Comparison Between Multilook GLRT and CAESAR,DOI_d38d6a84c643,EXCLUDE
"Runaway cell death, but not basal disease resistance, in <i>lsd1</i> is SA‐ and <i>NIM1/NPR1</i>‐dependent",PMID_11844114,EXCLUDE
"International research networks in viral structural proteomics: Again, lessons from SARS",PMID_18054092,EXCLUDE
[Advances in comparative pathology: some zoonoses threatening man].,PMID_15656242,EXCLUDE
MODELING OF THE HUMAN EXPOSURE INSIDE A RANDOM PLANE WAVE FIELD,DOI_0d5779b35e65,EXCLUDE
"Design, Synthesis, Activity and Docking Study of Sorafenib Analogs Bearing Sulfonylurea Unit",PMID_26512636,EXCLUDE
"A COMPARISON OF RANDOM FOREST AND LIGHT GRADIENT BOOSTING MACHINE FOR FOREST ABOVE-GROUND BIOMASS ESTIMATION USING A COMBINATION OF LANDSAT, ALOS PALSAR, AND AIRBORNE LIDAR DATA",DOI_963a05853140,EXCLUDE
Comparative Effectiveness of Baloxavir Marboxil and Oseltamivir Treatment in Reducing Household Transmission of Influenza: A Post Hoc Analysis of the BLOCKSTONE Trial,PMID_38706384,EXCLUDE
"GILT restricts the cellular entry mediated by the envelope glycoproteins of SARS-CoV, Ebola virus and Lassa fever virus",PMID_31631785,EXCLUDE
Prediction of infectivity of SARS-CoV2: Mathematical model with analysis of docking simulation for spike proteins and angiotensin-converting enzyme 2,DOI_b8437c3e70b7,EXCLUDE
Rate of conversion to secondary arthroplasty after femoral neck fractures in 796 younger patients treated with internal fixation: a Swedish national register-based study,PMID_35700048,EXCLUDE
Dosimetric Simulations of Brain Absorption of Mobile Phone Radiation–The Relationship Between psSAR and Age,DOI_8c3adac98a53,EXCLUDE
National Forest Biomass Mapping Using the Two-Level Model,DOI_752610b37896,EXCLUDE
Potential of Steroidal Alkaloids in Cancer: Perspective Insight Into Structure–Activity Relationships,PMID_34616681,EXCLUDE
"Sensitivity analysis of infectious disease models: methods, advances and their application",PMID_23864497,EXCLUDE
Hydroxyapatite Coated Iron Oxide Nanoparticles: A Promising Nanomaterial for Magnetic Hyperthermia Cancer Treatment,PMID_29207552,EXCLUDE
HIV Restriction Factors and Mechanisms of Evasion,PMID_22553496,EXCLUDE
The Zebrafish Embryo as a Model Organism for Testing mRNA-Based Therapeutics,PMID_37446400,EXCLUDE
Modeling hemoglobin at optical frequency using the unconditionally stable fundamental ADI-FDTD method,PMID_21559129,EXCLUDE
A systematic review to identify areas of enhancements of pandemic simulation models for operational use at provincial and local levels,PMID_22463370,EXCLUDE
A Satellite Synthetic Aperture Radar Concept Using <i>P</i>-Band Signals of Opportunity,DOI_c5553cb123e1,EXCLUDE
Navigation-Aided Automotive SAR for High-Resolution Imaging of Driving Environments,DOI_503b1eeb6c80,EXCLUDE
"Domestic Ducks and H5N1 Influenza Epidemic, Thailand",PMID_16704804,EXCLUDE
Quantifying the Spatial Dimension of Dengue Virus Epidemic Spread within a Tropical Urban Environment,PMID_21200419,EXCLUDE
Insights into the Target Interaction of Naturally Occurring Muraymycin Nucleoside Antibiotics,PMID_29438582,EXCLUDE
Sex- and Age-Related Differences in Morbidity Rates of 2009 Pandemic Influenza A H1N1 Virus of Swine Origin in Japan,PMID_21559366,EXCLUDE
"Infection control practices for SARS in Lao People's Democratic Republic, Taiwan, and Thailand: Experience from mobile SARS containment teams, 2003",PMID_15525911,INCLUDE
